Key,Type,Desc,Chinese(Simplified),Chinese(Traditional),English,French,Japanese,Korean,Spanish,German,Portuguese(Brazil),Russian,Italian
6/2/79,Text,Trigger,该把望远镜放上去了。,該把望遠鏡放上去了。,Time to put the telescope on it.,Il est temps d'y poser le télescope.,望遠鏡を載せるとするか。,이제 망원경을 올려놓을 차례야.,Es hora de colocar el telescopio.,"Zeit, das Fernrohr darauf zu setzen.",Hora de colocar o telescópio em cima.,Пора поставить на него телескоп.,
6/2/80,Text,Trigger,我该用什么东西来赶走他们...,我該用什麼東西來趕走他們...,What should I use to drive them away...?,Qu'est-ce que je pourrais utiliser pour les chasser...?,あいつらを追い払うには、何を使えばいい…？,놈들을 쫓아내려면 뭘 써야 하지...?,¿Qué debería usar para ahuyentarlos...?,Womit soll ich sie vertreiben...?,O que eu poderia usar para espantá-los...?,Чем бы их прогнать...?,
6/2/81,Text,Trigger,这个应该砸不中乌鸦！,這個應該砸不中烏鴉！,I probably can't hit the crows with this!,Je n'arriverai sans doute pas à toucher les corbeaux avec ça !,これじゃカラスには当てられそうにない！,이걸로는 까마귀를 맞히기 힘들겠어!,¡Con esto no voy a acertarles a los cuervos!,Damit treffe ich die Krähen bestimmt nicht!,Com isso eu não vou acertar os corvos!,Этим я ворон точно не достану!,
6/2/82,Text,Trigger,得先赶走这些乌鸦。,得先趕走這些烏鴉。,I need to drive these crows away first.,Je dois d'abord chasser ces corbeaux.,まずはこのカラスどもを追い払わないと。,먼저 이 까마귀들부터 쫓아내야 해.,Primero tengo que ahuyentar a estos cuervos.,Ich muss erst diese Krähen vertreiben.,Preciso espantar esses corvos primeiro.,Сначала нужно прогнать этих ворон.,
6/2/83,Text,Trigger,我得赶紧给马套上缰绳。,我得趕緊給馬套上韁繩。,"I need to get the reins on the horse, quickly.",Je dois vite mettre les rênes au cheval.,急いで馬に手綱をつけないと。,서둘러 말에 고삐를 채워야 해.,"Tengo que ponerle las riendas al caballo, rápido.",Ich muss dem Pferd schnell das Zaumzeug anlegen.,"Preciso colocar as rédeas no cavalo, rápido.",Нужно скорее надеть на лошадь упряжь.,
6/2/84,Text,Aside,得先看看那些奇怪的影子。,得先看看那些奇怪的影子。,I should take a look at those strange shadows first.,Je ferais mieux d'aller voir ces étranges ombres d'abord.,まずはあの奇妙な影を見てみないとな。,먼저 저 이상한 그림자들부터 살펴봐야 해.,Primero debería echar un vistazo a esas sombras extrañas.,Ich sollte mir zuerst diese seltsamen Schatten ansehen.,Melhor dar uma olhada naquelas sombras estranhas primeiro.,Сначала стоит взглянуть на те странные тени.,
6/2/85,Text,Aside,他说车厢里有望远镜，我来找找看。,他說車廂裡有望遠鏡，我來找找看。,He said there was a telescope in the carriage. I'll look for it.,Il a dit qu'il y avait un télescope dans la voiture. Je vais chercher.,馬車の中に望遠鏡があると言っていた。探してみよう。,그가 마차 안에 망원경이 있다고 했지. 찾아보자.,Dijo que había un telescopio en el carruaje. Voy a buscarlo.,"Er sagte, in der Kutsche sei ein Fernrohr. Ich sehe mich danach um.",Ele disse que havia um telescópio na carruagem. Vou procurar.,"Он сказал, что в карете есть телескоп. Поищу его.",
6/2/86,Text,Aside,像是特殊修剪过的灌木。,像是特殊修剪過的灌木。,Looks like a specially trimmed shrub.,On dirait un buisson taillé d'une manière particulière.,特殊な刈り込みをされた低木みたいだ。,특별하게 다듬은 관목처럼 보인다.,Parece un arbusto podado de una forma especial.,Sieht aus wie ein besonders zurechtgestutzter Busch.,Parece um arbusto aparado de forma especial.,"Похоже на куст, подстриженный особым образом.",
6/2/87,Text,Aside,严丝合缝。,嚴絲合縫。,A perfect fit.,Ça s'emboîte parfaitement.,ぴたりとはまる。,딱 맞아떨어진다.,Encaja a la perfección.,Passt haargenau.,Encaixa perfeitamente.,Подошло идеально.,
6/2/88,Text,Aside,我从玩偶里拿到的“心脏”。,我從玩偶裡拿到的“心臟”。,The “heart” I took from the doll.,Le « cœur » que j'ai pris dans la poupée.,人形から取り出した「心臓」だ。,인형에서 꺼낸 “심장”이다.,El “corazón” que saqué de la muñeca.,"Das „Herz“, das ich aus der Puppe genommen habe.",O “coração” que tirei da boneca.,"«Сердце», которое я достал из куклы.",
6/2/89,Text,Aside,竟然能嵌到画里，真神奇。,竟然能嵌到畫裡，真神奇。,It actually fits into the painting. Remarkable.,Ça s'insère vraiment dans le tableau. Étonnant.,絵にはめ込めるなんて、不思議なものだ。,"그림에 끼워 넣을 수 있다니, 신기하군.",De verdad encaja en la pintura. Qué extraño.,Es passt tatsächlich in das Bild. Merkwürdig.,Isso realmente se encaixa na pintura. Curioso.,"Надо же, оно вставляется в картину. Поразительно.",
6/2/90,Text,Aside,画面又产生了些变化...,畫面又產生了些變化...,The image has changed again...,L'image a encore changé...,絵にまた変化が現れた…,그림에 또 변화가 생겼다...,La imagen ha vuelto a cambiar...,Das Bild hat sich wieder verändert...,A imagem mudou de novo...,Изображение снова изменилось...,
6/2/91,Text,Aside,这个玩偶没有作用了。,這個玩偶沒有作用了。,This doll is no longer of any use.,Cette poupée n'a plus aucune utilité.,この人形はもう役に立たない。,이 인형은 이제 쓸모가 없어.,Esta muñeca ya no sirve de nada.,Diese Puppe ist nicht mehr von Nutzen.,Esta boneca não serve mais para nada.,Эта кукла больше ни на что не годится.,
6/2/92,Text,Aside,小孩子会喜欢这样的玩偶吗。,小孩子會喜歡這樣的玩偶嗎。,Would a child really like a doll like this?,Un enfant aimerait vraiment une poupée pareille ?,子どもはこんな人形を喜ぶものだろうか。,아이들이 이런 인형을 좋아할까?,¿De verdad a un niño le gustaría una muñeca así?,Ob ein Kind so eine Puppe wirklich mögen würde?,Será que uma criança gostaria mesmo de uma boneca assim?,Неужели ребёнку могла бы понравиться такая кукла?,
6/2/93,Text,Aside,我已经取出了玩偶的“心脏”。,我已經取出了玩偶的“心臟”。,I've already removed the doll's “heart.”,J'ai déjà retiré le « cœur » de la poupée.,人形の「心臓」はもう取り出した。,인형의 “심장”은 이미 꺼냈어.,Ya he sacado el “corazón” de la muñeca.,Ich habe das „Herz“ der Puppe bereits herausgenommen.,Eu já tirei o “coração” da boneca.,Я уже вынул «сердце» из куклы.,
6/2/94,Text,Aside,有门手艺总归是好事。,有門手藝總歸是好事。,Having a useful skill is never a bad thing.,"Avoir un savoir-faire, c'est toujours une bonne chose.",一つ芸があるのは悪くない。,기술 하나쯤 있는 건 나쁠 것 없지.,Tener un oficio siempre viene bien.,"Ein nützliches Handwerk zu beherrschen, ist nie verkehrt.",Ter uma habilidade útil nunca é demais.,Иметь полезный навык — всегда кстати.,
6/2/95,Text,Aside,一堆杂物，没空去收拾。,一堆雜物，沒空去收拾。,Just a pile of clutter. No time to sort through it.,Un tas de bric-à-brac. Pas le temps de fouiller.,がらくたの山だ。今は漁っている暇はない。,잡동사니 더미다. 뒤질 시간은 없어.,Solo un montón de trastos. No tengo tiempo para revisarlos.,"Nur ein Haufen Gerümpel. Keine Zeit, darin zu wühlen.",Só um monte de tralha. Não tenho tempo para mexer nisso.,"Просто куча хлама. Сейчас не до того, чтобы в ней рыться.",
6/2/96,Text,Aside,或许<color=red>调整视角</color>，还能看见其它线索？,或許<color=red>調整視角</color>，還能看見其它線索？,"Perhaps by <color=red>adjusting the angle</color>, I might spot other clues?","Peut-être qu'en <color=red>ajustant l'angle de vue</color>, je verrai d'autres indices ?",<color=red>視点を調整</color>すれば、ほかの手がかりも見えるかもしれない？,<color=red>시점을 조정</color>하면 다른 단서도 보일까?,"Quizá si <color=red>ajusto el ángulo de visión</color>, pueda ver otras pistas?",Vielleicht kann ich durch <color=red>Anpassen des Blickwinkels</color> noch andere Hinweise erkennen?,"Talvez, ao <color=red>ajustar o ângulo de visão</color>, eu consiga ver outras pistas?","Может, если <color=red>изменить угол обзора</color>, удастся заметить другие улики?",
6/2/97,Text,Aside,这真的是...我？,這真的是……我？,Is that really... me?,C'est vraiment... moi ?,あれは本当に……僕なのか？,저게 정말... 나야?,¿Ese soy... yo?,Bin das wirklich... ich?,Esse sou... eu?,Неужели это... я?,
6/2/98,Text,Aside,...得瞄准才行！,……得瞄準才行！,...I need to aim!,...Je dois bien viser !,……狙いを定めないと！,...조준해야 해!,...¡Tengo que apuntar bien!,...Ich muss genau zielen!,...Preciso mirar direito!,...Нужно прицелиться!,
6/2/99,Text,Aside,必须解决这些乌鸦。,必須解決這些烏鴉。,I need to deal with these crows.,Je dois me débarrasser de ces corbeaux.,このカラスどもを何とかしないと。,저 까마귀들을 처리해야 해.,Tengo que encargarme de esos cuervos.,Ich muss diese Krähen loswerden.,Preciso dar um jeito nesses corvos.,Нужно разобраться с этими воронами.,
6/2/100,Text,Other,尼尔森竟然把我赶了出来！还骗我说这批酒有问题，亏我以前还让他免费坐我的马车！,尼爾森居然把我趕了出來！還騙我說這批酒有問題，虧我以前還讓他免費坐我的馬車！,"Nelson actually threw me out! He even lied to me, said there was something wrong with this batch of liquor. And after I used to let him ride my carriage for free!","Nelson m'a carrément fichu dehors ! En plus, il m'a menti en disant qu'il y avait un problème avec ce lot d'alcool. Dire que je le laissais autrefois monter gratuitement dans ma calèche !",ネルソンのやつ、まさか俺を追い出しやがった！ しかもこの酒に問題があるなんて嘘までついてきやがって。前はタダで俺の馬車に乗せてやったってのに！,"넬슨 그 자식, 날 쫓아내기까지 했어! 게다가 이 술에 문제가 있다며 거짓말까지 하고. 예전엔 내 마차도 공짜로 태워 줬는데!","¡Nelson va y me echa! Encima me mintió, diciendo que había algo malo con este lote de licor. ¡Y eso que antes hasta lo dejaba subir gratis a mi carruaje!","Dieser Nelson hat mich tatsächlich rausgeworfen! Und dann hat er mich noch belogen und behauptet, mit dieser Lieferung Schnaps stimme etwas nicht. Dabei habe ich ihn früher sogar umsonst in meiner Kutsche mitfahren lassen!","O Nelson teve a cara de pau de me expulsar! E ainda mentiu pra mim, dizendo que tinha algo errado com esse lote de bebida. E pensar que eu deixava ele andar na minha carruagem de graça!","Нельсон и правда выставил меня за дверь! Ещё и наврал, будто с этой партией выпивки что-то не так. А ведь раньше я позволял ему бесплатно ездить в моей карете!",
6/3/1,Text,Tips,使用金属球砸开左侧的玻璃柜。,使用金屬球砸開左側的玻璃櫃。,Use the metal ball to smash the glass cabinet on the left.,Utilisez la boule métallique pour briser la vitrine de gauche.,金属球を使って、左側のガラスケースを壊す。,금속 공으로 왼쪽 유리 진열장을 깨세요.,Usa la bola metálica para romper la vitrina de cristal de la izquierda.,"Benutze die Metallkugel, um den Glasschrank links einzuschlagen.",Use a esfera de metal para quebrar o armário de vidro à esquerda.,"Используйте металлический шар, чтобы разбить стеклянный шкаф слева.",
6/3/10,Text,Tips,拿取流浪汉帐篷旁柱子上缠绕的铁链。,拿取流浪漢帳篷旁柱子上纏繞的鐵鏈。,Take the iron chain wrapped around the post beside the vagrant's tent.,Prenez la chaîne en fer enroulée autour du poteau à côté de la tente du vagabond.,浮浪者のテント横の柱に巻き付いた鉄鎖を取る。,부랑자의 텐트 옆 기둥에 감긴 쇠사슬을 가져가세요.,Toma la cadena de hierro enrollada en el poste junto a la tienda del vagabundo.,"Nimm die Eisenkette, die um den Pfosten neben dem Zelt des Landstreichers gewickelt ist.",Pegue a corrente de ferro enrolada no poste ao lado da barraca do mendigo.,"Возьмите железную цепь, обмотанную вокруг столба рядом с палаткой бродяги.",
6/3/100,Text,Item,火柴,火柴,Matches,Allumettes,マッチ,성냥,Cerillas,Streichhölzer,Fósforos,Спички,
6/3/101,Text,Prefab,"请原谅我用这样潦草的字迹写下这些话，我很多地方还缠着绷带，现在连握笔都有些发颤。我们的马车跌落了山崖，里格斯失踪了...如果他能平安回到黑伯恩市，请给我回信，我会尽快养好伤回去。——威尔
","請原諒我用這樣潦草的字跡寫下這些話，我很多地方還纏著繃帶，現在連握筆都有些發顫。我們的馬車跌落了山崖，里格斯失蹤了...如果他能平安回到黑伯恩市，請給我回信，我會盡快養好傷回去。——威爾
","Please forgive this clumsy handwriting. Much of my body is still wrapped in bandages, and even holding a pen makes my hand tremble. Our carriage fell off the cliff, and Riggs has gone missing... If he returns safely to Blackbourne, please write back to me. I will recover as quickly as I can and return. —Will
","Veuillez pardonner cette écriture maladroite. Une grande partie de mon corps est encore enveloppée de bandages, et même tenir une plume fait trembler ma main. Notre calèche est tombée du haut de la falaise, et Riggs a disparu... S'il revient sain et sauf à Blackbourne, je vous prie de me répondre. Je me remettrai aussi vite que possible et rentrerai. —Will
","どうか、この乱れた筆跡をお許しください。まだ体のあちこちに包帯を巻いていて、今ではペンを握るだけでも手が震えるのです。私たちの馬車は崖から転落し、リグスは行方不明になりました……もし彼が無事にブラックボーン市へ戻れたなら、どうか返事をください。私はできるだけ早く傷を治して戻ります。——ウィル
","이렇게 흐트러진 글씨로 적는 것을 부디 용서해 주십시오. 아직 몸 곳곳에 붕대를 감고 있어, 이제는 펜을 쥐는 것조차 손이 떨립니다. 우리 마차는 절벽 아래로 떨어졌고, 리그스는 실종되었습니다... 그가 무사히 블랙본 시로 돌아간다면, 제게 답신을 보내 주십시오. 저는 최대한 빨리 몸을 추슬러 돌아가겠습니다. —윌
","Perdone que escriba estas palabras con una letra tan descuidada. Todavía tengo muchas partes del cuerpo vendadas, y ahora hasta me tiembla la mano al sostener la pluma. Nuestro carruaje cayó por el acantilado y Riggs ha desaparecido... Si logra regresar sano y salvo a Blackbourne, por favor escríbame. Me recuperaré lo antes posible y volveré. —Will
","Bitte verzeihen Sie mir diese krakelige Schrift. Vieles an meinem Körper ist noch immer bandagiert, und inzwischen zittert mir sogar die Hand, wenn ich nur einen Stift halte. Unsere Kutsche ist die Klippe hinabgestürzt, und Riggs wird vermisst... Sollte er sicher nach Blackbourne zurückkehren, schreiben Sie mir bitte zurück. Ich werde mich so schnell wie möglich erholen und zurückkommen. —Will
","Perdoe-me por escrever estas palavras com uma caligrafia tão descuidada. Ainda estou com várias partes do corpo enfaixadas, e agora até segurar uma caneta faz minha mão tremer. Nossa carruagem caiu do penhasco, e Riggs desapareceu... Se ele conseguir voltar em segurança para Blackbourne, por favor me escreva. Vou me recuperar o mais rápido possível e voltar. —Will
","Прошу простить меня за такой небрежный почерк. Многие части моего тела всё ещё перевязаны, и теперь даже от того, что я держу перо, у меня дрожит рука. Наша карета сорвалась с утёса, а Риггс пропал... Если он благополучно вернётся в Блэкборн, пожалуйста, напишите мне. Я как можно скорее оправлюсь от ран и вернусь. —Уилл
",
6/3/102,Text,Prefab,这座庄园仿佛在吞噬我的记忆，很多东西记不起来了，如果你收到这封信，千万不要再来圣露庄园找我！——威尔,這座莊園彷彿在吞噬我的記憶，很多東西記不起來了，如果你收到這封信，千萬不要再來聖露莊園找我！——威爾,"This manor seems to be devouring my memories. There is so much I can no longer remember. If you receive this letter, do not come to Saint Dew Manor looking for me! —Will","Ce manoir semble dévorer mes souvenirs. Il y a tant de choses dont je ne me rappelle plus. Si vous recevez cette lettre, ne venez surtout pas me chercher au manoir Sainte-Rosée ! —Will",この館は、まるで私の記憶を喰らっているようです。思い出せないことがあまりにも多い。この手紙を受け取ったのなら、どうかもう聖露荘園へ私を捜しに来ないでください！——ウィル,"이 저택은 마치 내 기억을 집어삼키는 것 같습니다. 이제는 기억나지 않는 것이 너무 많습니다. 이 편지를 받았다면, 절대로 성로 저택으로 저를 찾으러 오지 마십시오! —윌","Esta mansión parece estar devorando mis recuerdos. Hay demasiadas cosas que ya no consigo recordar. Si recibes esta carta, ¡no vengas a buscarme a la Mansión Saint Dew! —Will","Dieses Anwesen scheint meine Erinnerungen zu verschlingen. Vieles kann ich nicht mehr ins Gedächtnis rufen. Wenn du diesen Brief erhältst, komm auf keinen Fall ins Saint-Dew-Anwesen, um nach mir zu suchen! —Will","Esta mansão parece estar devorando minhas memórias. Há coisas demais das quais já não consigo me lembrar. Se você receber esta carta, não venha me procurar na Mansão Saint Dew! —Will","Это поместье будто пожирает мои воспоминания. Слишком многое я уже не в силах вспомнить. Если ты получишь это письмо, ни в коем случае не приезжай в поместье Сент-Дью искать меня! —Уилл",
6/3/103,Text,Comment,终于把箱子拉上来了...,終於把箱子拉上來了……,Finally got the crate up...,J'ai enfin remonté la caisse...,ようやく木箱を引き上げた……,드디어 상자를 끌어올렸어...,Por fin he subido la caja...,Endlich habe ich die Kiste hochgezogen...,Finalmente puxei a caixa para cima...,Наконец-то вытащил ящик...,
6/3/104,Text,Custom,好像埋了什么东西在火堆旁边..,,,,,,,,,,
6/3/105,Text,Comment,好像有什么东西埋在标记位置。,,,,,,,,,,
6/3/106,Text,Click,这里应该就是标记的位置。,,,,,,,,,,
6/3/11,Text,Tips,使用铁链把右下角树枝上的板条箱勾上来。,,,,,,,,,,
6/3/12,Text,Tips,拖动锚点，让所有铁链避开荆棘。,,,,,,,,,,
6/3/13,Text,Tips,使用撬棍撬开板条箱。,,,,,,,,,,
6/3/14,Text,Tips,拿取板条箱中的罐头。,,,,,,,,,,
6/3/15,Text,Tips,把罐头送给流浪汉。,,,,,,,,,,
6/3/16,Text,Tips,打开流浪汉放在地上的背包，拿取里面的蜡块。,,,,,,,,,,
6/3/17,Text,Tips,拿取玻璃柜右侧地上的酒。,,,,,,,,,,
6/3/18,Text,Tips,把酒浇在流浪汉身前的柴火上。,,,,,,,,,,
6/3/19,Text,Tips,拿取密码盒中的火柴。,,,,,,,,,,
6/3/2,Text,Tips,拿取左侧玻璃柜中的撬棍。,,,,,,,,,,
6/3/20,Text,Tips,使用火柴点燃柴火。,,,,,,,,,,
6/3/21,Text,Tips,在架子上放置蜡块，等待其被火熔化。,,,,,,,,,,
6/3/22,Text,Tips,拿取蜡块被融化后，留在架子上的钥匙。,,,,,,,,,,
6/3/23,Text,Tips,使用钥匙开启水槽上的锁。,,,,,,,,,,
6/3/24,Text,Tips,拿取水槽旁的铲子。,,,,,,,,,,
6/3/25,Text,Tips,拿取蜡块被熔化后，留在架子上的铁环。,,,,,,,,,,
6/3/26,Text,Tips,将铁环嵌入流浪汉旁边柱子上的圆形机关上。,,,,,,,,,,
6/3/27,Text,Tips,旋转圆环，拼好图形。,旋轉圓環，拼好圖形。,Rotate the rings to complete the pattern.,Faites tourner les anneaux pour reconstituer la figure.,円環を回して、図形を完成させる。,원형 고리를 돌려 도형을 완성하세요.,Gira los anillos para completar la figura.,Drehe die Ringe und setze die Form zusammen.,Gire os anéis para completar a figura.,"Поверните кольца, чтобы собрать рисунок.",
6/3/28,Text,Tips,圆形机关上拼好的图形是藏宝图，在图示位置使用铲子。<spr=TIP_S6P3_01.jpg>,圓形機關上拼好的圖形是藏寶圖，在圖示位置使用鏟子。<spr=TIP_S6P3_01.jpg>,The completed pattern on the circular mechanism is a treasure map. Use the shovel at the marked location.<spr=TIP_S6P3_01.jpg>,La figure reconstituée sur le mécanisme circulaire est une carte au trésor. Utilisez la pelle à l’endroit indiqué.<spr=TIP_S6P3_01.jpg>,円形の仕掛けで完成した図形は宝の地図だ。図の位置でシャベルを使う。<spr=TIP_S6P3_01.jpg>,원형 장치에서 완성한 도형은 보물지도입니다. 표시된 위치에서 삽을 사용하세요.<spr=TIP_S6P3_01.jpg>,La figura completada en el mecanismo circular es un mapa del tesoro. Usa la pala en el lugar indicado.<spr=TIP_S6P3_01.jpg>,Die zusammengesetzte Form auf dem runden Mechanismus ist eine Schatzkarte. Benutze die Schaufel an der markierten Stelle.<spr=TIP_S6P3_01.jpg>,A figura montada no mecanismo circular é um mapa do tesouro. Use a pá no local indicado.<spr=TIP_S6P3_01.jpg>,Собранный рисунок на круглом механизме — это карта сокровищ. Используйте лопату в указанном месте.<spr=TIP_S6P3_01.jpg>,
6/3/29,Text,Tips,拿取坑中的斧子。,拿取坑中的斧子。,Take the axe from the pit.,Prenez la hache dans le trou.,穴の中の斧を取る。,구덩이 안의 도끼를 가져가세요.,Toma el hacha del hoyo.,Nimm die Axt aus der Grube.,Pegue o machado no buraco.,Возьмите топор из ямы.,
6/3/3,Text,Tips,使用撬棍撬开右侧红色的信箱。,使用撬棍撬開右側紅色的信箱。,Use the crowbar to pry open the red mailbox on the right.,Utilisez le pied-de-biche pour ouvrir la boîte aux lettres rouge à droite.,バールを使って、右側の赤い郵便受けをこじ開ける。,쇠지렛대로 오른쪽의 빨간 우편함을 뜯어 여세요.,Usa la palanca para forzar el buzón rojo de la derecha.,"Benutze das Brecheisen, um den roten Briefkasten rechts aufzuhebeln.",Use o pé de cabra para arrombar a caixa de correio vermelha à direita.,"Используйте лом, чтобы вскрыть красный почтовый ящик справа.",
6/3/30,Text,Tips,使用斧子砍掉路障。,使用斧子砍掉路障。,Use the axe to chop down the barricade.,Utilisez la hache pour abattre le barrage.,斧を使って barricade を切り払う。,도끼를 사용해 바리케이드를 부수세요.,Usa el hacha para derribar el obstáculo.,"Benutze die Axt, um die Straßensperre zu zerschlagen.",Use o machado para destruir a barricada.,"Используйте топор, чтобы разрубить заграждение.",
6/3/31,Text,Tips,查看大门机关，随后退出窗口。,查看大門機關，隨後退出視窗。,"Inspect the gate mechanism, then exit the window.","Examinez le mécanisme du portail, puis fermez la fenêtre.",門の仕掛けを調べ、その後ウィンドウを閉じる。,대문 장치를 확인한 뒤 창을 닫으세요.,Examina el mecanismo de la puerta y luego cierra la ventana.,Untersuche den Tormechanismus und schließe danach das Fenster.,Examine o mecanismo do portão e depois feche a janela.,"Осмотрите механизм ворот, затем закройте окно.",
6/3/32,Text,Tips,挪开右下角的木板，拿取里面的金属球。,挪開右下角的木板，拿取裡面的金屬球。,Move the plank in the lower right corner and take the metal ball inside.,Déplacez la planche dans le coin inférieur droit et prenez la bille métallique à l’intérieur.,右下の板をどかして、中の金属球を取る。,오른쪽 아래의 널빤지를 치우고 안에 있는 금속 구슬을 가져가세요.,Aparta la tabla de la esquina inferior derecha y toma la esfera metálica del interior.,Schiebe das Brett unten rechts beiseite und nimm die Metallkugel darin.,Mova a tábua no canto inferior direito e pegue a esfera metálica dentro dela.,Сдвиньте доску в правом нижнем углу и возьмите металлический шар внутри.,
6/3/33,Text,Tips,在大门机关上安装2颗金属球。,在大門機關上安裝2顆金屬球。,Install 2 metal balls on the gate mechanism.,Installez 2 billes métalliques sur le mécanisme du portail.,門の仕掛けに金属球を2個取り付ける。,대문 장치에 금속 구슬 2개를 설치하세요.,Coloca 2 esferas metálicas en el mecanismo de la puerta.,Setze 2 Metallkugeln in den Tormechanismus ein.,Instale 2 esferas metálicas no mecanismo do portão.,Установите 2 металлических шара в механизм ворот.,
6/3/34,Text,Tips,拖动转盘，让所有小球落入蓝色格。,拖動轉盤，讓所有小球落入藍色格。,Drag the dial to drop all the balls into the blue slots.,Faites glisser le disque pour faire tomber toutes les billes dans les cases bleues.,回転盤を動かして、すべての球を青いマスに落とす。,회전판을 드래그해 모든 구슬이 파란 칸에 들어가게 하세요.,Arrastra el disco para hacer caer todas las bolas en las casillas azules.,"Ziehe die Drehscheibe, damit alle Kugeln in die blauen Felder fallen.",Arraste o disco para fazer todas as esferas caírem nos espaços azuis.,"Перетащите диск, чтобы все шарики попали в синие ячейки.",
6/3/35,Text,Aside,这里是人烟稀少的山区。,這裡是人煙稀少的山區。,This is a sparsely populated mountain region.,C’est une région montagneuse peu peuplée.,ここは人気の少ない山間部だ。,이곳은 인적 드문 산간 지역이다.,Esta es una región montañosa poco habitada.,Das hier ist eine dünn besiedelte Bergregion.,Esta é uma região montanhosa pouco habitada.,Это малонаселённая горная местность.,
6/3/36,Text,Aside,欢迎你，我的朋友...,歡迎你，我的朋友...,"Welcome, my friend...","Bienvenue, mon ami...",ようこそ、我が友よ...,"환영하네, 나의 친구여...","Bienvenido, amigo mío...","Willkommen, mein Freund...","Bem-vindo, meu amigo...","Добро пожаловать, мой друг...",
6/3/37,Text,Aside,浇上了助燃的酒。,澆上了助燃的酒。,I've poured on some spirits to help it catch.,J’y ai versé de l’alcool pour attiser le feu.,燃えやすい酒をかけた。,불이 잘 붙도록 술을 부었다.,Le eché licor para avivar el fuego.,Ich habe brennbaren Alkohol darüber gegossen.,Derramei bebida alcoólica para ajudar a pegar fogo.,"Я полил это спиртным, чтобы лучше разгорелось.",
6/3/38,Text,Aside,我可以点燃这堆柴火。,我可以點燃這堆柴火。,I can light this pile of firewood.,Je peux allumer ce tas de bois.,この薪の山に火をつけられる。,이 장작더미에 불을 붙일 수 있겠다.,Puedo prender esta pila de leña.,Ich kann diesen Holzstapel anzünden.,Posso acender esta pilha de lenha.,Я могу поджечь эту кучу дров.,
6/3/39,Text,Aside,很像一副藏宝图。,很像一副藏寶圖。,It looks a lot like a treasure map.,Ça ressemble fort à une carte au trésor.,まるで宝の地図みたいだ。,꼭 보물지도처럼 보인다.,Se parece mucho a un mapa del tesoro.,Es sieht ganz wie eine Schatzkarte aus.,Parece muito um mapa do tesouro.,Очень похоже на карту сокровищ.,
6/3/4,Text,Tips,拿取信箱中的信件。,拿取信箱中的信件。,Take the letter from the mailbox.,Prenez la lettre dans la boîte aux lettres.,郵便受けの中の手紙を取る。,우편함 안의 편지를 가져가세요.,Toma la carta del buzón.,Nimm den Brief aus dem Briefkasten.,Pegue a carta na caixa de correio.,Возьмите письмо из почтового ящика.,
6/3/40,Text,Aside,之后还得靠这辆马车回去。,之後還得靠這輛馬車回去。,I'll still need this carriage to get back later.,J’aurai encore besoin de cette calèche pour repartir plus tard.,帰りはまだこの馬車に頼ることになる。,돌아갈 때도 이 마차가 필요할 테지.,Luego tendré que volver en este carruaje.,Ich werde später noch mit dieser Kutsche zurückfahren müssen.,"Depois, ainda vou precisar desta carruagem para voltar.","Потом мне ещё понадобится эта карета, чтобы вернуться.",
6/3/41,Text,Aside,有点潮湿，我得找东西助燃。,有點潮濕，我得找東西助燃。,It's a bit damp. I'll need something to help it burn.,C’est un peu humide. Il me faut de quoi aider le feu à prendre.,少し湿っている。火付けになるものを探さないと。,조금 축축하다. 불쏘시개가 될 걸 찾아야겠다.,Está un poco húmedo. Tendré que buscar algo para avivar el fuego.,Es ist etwas feucht. Ich brauche etwas Brennbares als Hilfe.,Está um pouco úmido. Preciso encontrar algo para ajudar a acender.,Сыровато. Нужно найти что-нибудь для растопки.,
6/3/42,Text,Aside,我得想办法打开大门。,我得想辦法打開大門。,I need to find a way to open the gate.,Je dois trouver un moyen d’ouvrir le portail.,門を開ける方法を考えないと。,대문을 열 방법을 찾아야 한다.,Tengo que encontrar la forma de abrir la puerta.,"Ich muss einen Weg finden, das Tor zu öffnen.",Preciso dar um jeito de abrir o portão.,"Нужно придумать, как открыть ворота.",
6/3/43,Text,Aside,火烧的很旺。,火燒得很旺。,The fire is burning strong.,Le feu brûle bien.,火の勢いが強い。,불이 아주 잘 탄다.,El fuego arde con fuerza.,Das Feuer brennt kräftig.,O fogo está queimando forte.,Огонь разгорелся как следует.,
6/3/44,Text,Aside,找对地方了！,找對地方了！,This is the right spot!,C’est le bon endroit !,場所はここで間違いない！,바로 여기였어!,¡Es el lugar correcto!,Hier ist die richtige Stelle!,É o lugar certo!,Я нашёл нужное место!,
6/3/45,Text,Aside,圣露庄园，我快到了。,聖露莊園，我快到了。,Saint Dew Manor. I'm almost there.,Le manoir Sainte-Rosée. J’y suis presque.,聖露荘園。もうすぐだ。,성로 장원. 거의 다 왔다.,La Mansión Saint Dew. Ya casi llego.,Saint-Dew-Anwesen. Ich bin fast da.,Mansão Saint Dew. Estou quase chegando.,Поместье Святой Росы. Я почти на месте.,
6/3/46,Text,Aside,在那个梦里，我掉进了深渊...,在那個夢裡，我掉進了深淵...,"In that dream, I fell into the abyss...","Dans ce rêve, je suis tombé dans l’abîme...",あの夢の中で、私は深淵へ落ちた...,"그 꿈에서, 나는 심연으로 떨어졌다...","En aquel sueño, caí en el abismo...",In diesem Traum fiel ich in den Abgrund...,"Naquele sonho, eu caí no abismo...",В том сне я сорвался в бездну...,
